qty_dot_url,qty_hyphen_url,qty_slash_url,qty_dot_domain,qty_hyphen_domain,qty_dot_directory,qty_hyphen_directory,length_url,domain_length,directory_length,file_length,time_response,qty_ip_resolved,qty_nameservers,phishing
4,0,0,4,0,-1,-1,22,22,-1,-1,0.25979,1,2,0
2,0,0,2,0,-1,-1,25,25,-1,-1,2.496203,1,2,0
1,0,2,1,0,0,0,29,25,4,0,0.69693,1,2,0
2,0,3,2,0,0,0,32,17,15,0,-1.0,-1,4,0
1,0,0,1,0,-1,-1,11,11,-1,-1,-1.0,-1,4,0
2,0,1,2,0,0,0,101,14,7,6,0.119893,1,4,0
1,0,0,1,0,-1,-1,13,13,-1,-1,0.362047,1,3,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.378698,1,3,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.353436,1,5,0
1,0,1,1,0,0,0,12,11,1,0,0.116938,2,2,0
2,0,2,2,0,0,0,35,16,19,12,0.1243869999999999,2,5,0
1,0,2,1,0,0,0,29,25,4,0,0.724413,1,2,0
2,0,3,2,0,0,0,33,14,19,0,1.016576,1,2,0
1,0,1,1,0,0,0,11,10,1,0,4.529927,1,2,0
2,0,0,2,0,-1,-1,23,23,-1,-1,-1.0,1,2,0
2,0,0,2,0,-1,-1,13,13,-1,-1,0.221863,1,2,0
2,0,0,2,0,-1,-1,23,23,-1,-1,1.34004,2,2,0
2,0,0,2,0,-1,-1,12,12,-1,-1,0.5543859999999999,1,2,0
2,0,0,2,0,-1,-1,12,12,-1,-1,0.137716,2,2,0
2,0,1,2,0,0,0,19,18,1,0,1.126952,1,2,0
1,0,1,1,0,0,0,14,13,1,0,0.5273479999999999,1,4,0
1,0,1,1,0,0,0,9,8,1,0,0.580857,2,2,0
2,1,1,2,1,0,0,23,22,1,0,0.499151,1,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.418782,1,2,0
2,0,1,2,0,0,0,50,15,6,5,0.173868,1,4,0
2,0,0,2,0,-1,-1,13,13,-1,-1,0.641537,1,4,0
2,0,1,2,0,0,0,18,17,1,0,3.70001,1,2,0
3,0,0,3,0,-1,-1,19,19,-1,-1,0.118284,1,2,0
3,0,1,3,0,0,0,20,19,1,0,0.68804,1,3,0
2,2,0,2,2,-1,-1,20,20,-1,-1,0.035043,1,2,0
3,0,1,2,0,1,0,28,12,16,15,0.293616,1,3,0
2,0,0,2,0,-1,-1,12,12,-1,-1,0.831506,1,2,0
4,0,0,4,0,-1,-1,22,22,-1,-1,0.686719,1,4,0
1,0,0,1,0,-1,-1,9,9,-1,-1,0.424604,1,1,0
1,0,0,1,0,-1,-1,12,12,-1,-1,0.197499,2,4,0
1,0,0,1,0,-1,-1,17,17,-1,-1,0.296245,1,2,0
2,0,1,2,0,0,0,17,16,1,0,-1.0,1,4,0
1,1,0,1,1,-1,-1,8,8,-1,-1,0.32301,1,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.300254,1,3,0
1,0,0,1,0,-1,-1,11,11,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.224181,2,4,0
4,0,0,4,0,-1,-1,22,22,-1,-1,1.030361,1,3,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.668295,1,2,0
2,1,0,2,1,-1,-1,15,15,-1,-1,0.099681,3,3,0
2,2,1,2,2,0,0,45,44,1,0,0.669491,1,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,-1.0,2,2,0
1,0,0,1,0,-1,-1,11,11,-1,-1,0.277246,3,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,2.759839,1,2,0
2,0,1,2,0,0,0,22,21,1,0,0.607634,1,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.492239,1,2,0
2,0,0,2,0,-1,-1,18,18,-1,-1,0.538158,1,2,0
2,0,1,2,0,0,0,18,17,1,0,1.1320709999999998,1,2,0
3,0,1,3,0,0,0,17,16,1,0,1.198332,1,2,0
1,0,0,1,0,-1,-1,9,9,-1,-1,0.663602,1,4,0
3,2,2,2,0,1,2,53,20,33,26,-1.0,-1,2,0
2,0,0,2,0,-1,-1,24,24,-1,-1,0.13159,1,2,0
3,0,2,2,0,1,0,37,19,18,11,0.434777,1,2,0
2,0,1,2,0,0,0,23,22,1,0,0.205516,1,2,0
2,0,0,2,0,-1,-1,17,17,-1,-1,-1.0,-1,4,0
1,1,0,1,1,-1,-1,19,19,-1,-1,0.141325,1,2,0
2,0,0,2,0,-1,-1,19,19,-1,-1,0.199754,1,2,0
2,0,2,2,0,0,0,27,16,11,0,0.26795,1,2,0
1,0,0,1,0,-1,-1,17,17,-1,-1,0.215085,1,2,0
2,1,0,2,1,-1,-1,22,22,-1,-1,0.542238,1,2,0
1,1,1,1,1,0,0,17,16,1,0,-1.0,-1,4,0
2,0,1,2,0,0,0,13,12,1,0,7.718172999999997,1,4,0
2,0,0,2,0,-1,-1,23,23,-1,-1,0.769886,1,4,0
2,0,3,2,0,0,0,46,28,18,2,0.245795,1,2,0
2,0,0,2,0,-1,-1,24,24,-1,-1,0.764242,2,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,2.505614,1,2,0
3,0,0,3,0,-1,-1,15,15,-1,-1,2.033992,1,2,0
2,0,0,2,0,-1,-1,17,17,-1,-1,0.182415,5,2,0
2,0,2,2,0,0,0,33,15,18,12,0.153322,1,4,0
2,0,0,2,0,-1,-1,21,21,-1,-1,0.243543,1,2,0
1,0,1,1,0,0,0,15,14,1,0,5.513115,2,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,2.111454,-1,4,0
2,0,0,2,0,-1,-1,20,20,-1,-1,0.038537,1,8,0
3,10,5,3,1,0,9,108,18,90,73,0.452918,2,2,0
2,0,1,2,0,0,0,15,14,1,0,6.043471,1,2,0
1,0,0,1,0,-1,-1,21,21,-1,-1,1.0100790000000002,2,2,0
2,0,1,2,0,0,0,16,15,1,0,0.922702,1,2,0
2,1,2,2,0,0,1,28,12,16,0,0.386664,1,3,0
2,0,0,2,0,-1,-1,14,14,-1,-1,-1.0,-1,2,0
2,0,0,2,0,-1,-1,27,27,-1,-1,0.5587880000000001,1,4,0
1,0,0,1,0,-1,-1,23,23,-1,-1,0.420979,2,2,0
2,0,0,2,0,-1,-1,23,23,-1,-1,0.47826,1,3,0
3,0,1,3,0,0,0,15,14,1,0,0.35102,1,8,0
2,0,1,2,0,0,0,50,15,6,5,0.159315,1,4,0
3,0,2,2,0,1,0,31,16,15,0,0.26417,1,2,0
2,0,1,2,0,0,0,59,14,7,6,0.115727,1,4,0
4,0,0,4,0,-1,-1,20,20,-1,-1,0.38478,1,5,0
2,1,0,2,1,-1,-1,23,23,-1,-1,0.8758809999999999,1,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.4353770000000001,1,3,0
4,0,0,4,0,-1,-1,21,21,-1,-1,0.963547,1,2,0
2,0,3,1,0,1,0,51,17,24,0,0.671289,1,2,0
3,0,0,3,0,-1,-1,16,16,-1,-1,0.096505,2,2,0
2,0,0,2,0,-1,-1,19,19,-1,-1,0.436566,1,2,0
1,0,0,1,0,-1,-1,10,10,-1,-1,0.8080609999999999,1,4,0
2,0,1,2,0,0,0,19,18,1,0,0.902194,1,5,0
2,0,1,2,0,0,0,12,11,1,0,0.224385,1,5,0
3,0,0,3,0,-1,-1,14,14,-1,-1,0.65669,1,4,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.716773,1,3,0
1,0,0,1,0,-1,-1,12,12,-1,-1,0.382359,1,4,0
2,0,0,2,0,-1,-1,17,17,-1,-1,0.468603,4,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.121908,1,2,0
2,0,0,2,0,-1,-1,12,12,-1,-1,0.11052,2,2,0
2,0,0,2,0,-1,-1,24,24,-1,-1,1.646507,1,4,0
1,8,2,1,0,0,8,97,31,66,0,-1.0,-1,4,0
2,0,0,2,0,-1,-1,23,23,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,11,11,-1,-1,0.236949,1,2,0
2,2,3,2,0,0,2,36,11,25,5,0.220814,1,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,-1.0,1,5,0
2,0,0,2,0,-1,-1,20,20,-1,-1,-1.0,1,1,0
2,0,1,2,0,0,0,20,19,1,0,0.0548179999999999,2,2,0
2,0,0,2,0,-1,-1,17,17,-1,-1,-1.0,1,4,0
4,0,0,4,0,-1,-1,31,31,-1,-1,1.078982,1,2,0
2,0,0,2,0,-1,-1,18,18,-1,-1,0.481316,1,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.096281,1,2,0
4,0,0,4,0,-1,-1,28,28,-1,-1,0.114574,1,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.169024,1,2,0
1,0,0,1,0,-1,-1,10,10,-1,-1,-1.0,-1,2,0
2,0,0,2,0,-1,-1,19,19,-1,-1,0.734143,1,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,1.445582,1,6,0
4,0,1,3,0,1,0,27,17,10,9,2.260723,1,2,0
2,0,2,2,0,0,0,39,16,23,17,0.03136,1,3,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.52523,2,2,0
1,0,1,1,0,0,0,14,13,1,0,1.131896,2,2,0
1,0,0,1,0,-1,-1,13,13,-1,-1,0.578865,3,4,0
3,0,1,3,0,0,0,19,18,1,0,10.14618,1,4,0
1,0,0,1,0,-1,-1,15,15,-1,-1,0.117454,1,2,0
4,0,0,4,0,-1,-1,21,21,-1,-1,1.729782,1,2,0
2,0,0,2,0,-1,-1,18,18,-1,-1,0.5027590000000001,1,4,0
5,0,0,5,0,-1,-1,26,26,-1,-1,1.335413,1,2,0
3,0,0,3,0,-1,-1,27,27,-1,-1,1.5927870000000002,1,2,0
3,0,0,3,0,-1,-1,15,15,-1,-1,0.191119,1,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,-1.0,-1,4,0
2,0,1,2,0,0,0,26,25,1,0,0.376341,1,4,0
1,0,0,1,0,-1,-1,11,11,-1,-1,0.407931,1,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.140322,4,4,0
3,0,0,3,0,-1,-1,27,27,-1,-1,0.7201270000000001,1,4,0
2,2,0,2,2,-1,-1,24,24,-1,-1,0.538562,1,2,0
5,0,0,5,0,-1,-1,30,30,-1,-1,1.266779,1,2,0
1,0,1,1,0,0,0,7,6,1,0,-1.0,-1,4,0
1,0,0,1,0,-1,-1,11,11,-1,-1,0.247867,1,2,0
4,0,0,4,0,-1,-1,20,20,-1,-1,1.144128,1,2,0
2,0,1,2,0,0,0,19,18,1,0,0.693394,1,3,0
1,1,0,1,1,-1,-1,16,16,-1,-1,0.882252,1,4,0
4,0,0,4,0,-1,-1,26,26,-1,-1,0.899933,1,2,0
4,0,0,4,0,-1,-1,28,28,-1,-1,0.248418,1,4,0
2,0,1,2,0,0,0,29,28,1,0,0.369414,1,4,0
1,0,1,1,0,0,0,10,9,1,0,0.7400359999999999,1,2,0
3,0,0,3,0,-1,-1,14,14,-1,-1,0.510551,1,5,0
2,0,0,2,0,-1,-1,19,19,-1,-1,2.530015,1,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.188938,1,2,0
1,0,0,1,0,-1,-1,12,12,-1,-1,-1.0,-1,4,0
1,0,0,1,0,-1,-1,11,11,-1,-1,-1.0,-1,4,0
2,0,2,2,0,0,0,19,11,8,0,0.641402,4,4,0
3,0,0,3,0,-1,-1,15,15,-1,-1,-1.0,-1,2,0
2,0,0,2,0,-1,-1,10,10,-1,-1,0.485516,1,2,0
3,0,1,3,0,0,0,29,28,1,0,1.315526,1,2,0
2,0,0,2,0,-1,-1,22,22,-1,-1,0.309042,1,5,0
2,0,0,2,0,-1,-1,25,25,-1,-1,0.266492,1,4,0
4,0,0,4,0,-1,-1,30,30,-1,-1,4.709632,1,2,0
2,0,0,2,0,-1,-1,25,25,-1,-1,-1.0,1,4,0
2,0,0,2,0,-1,-1,26,26,-1,-1,0.396136,1,2,0
2,0,1,2,0,0,0,24,19,5,4,0.624544,1,2,0
2,0,1,2,0,0,0,15,14,1,0,0.968109,1,4,0
2,0,0,2,0,-1,-1,24,24,-1,-1,0.465672,1,3,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.659284,1,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,1.191833,1,2,0
3,0,0,3,0,-1,-1,19,19,-1,-1,5.163974,1,3,0
1,0,0,1,0,-1,-1,13,13,-1,-1,0.301123,2,4,0
3,0,2,2,0,1,0,44,18,26,10,0.426081,1,5,0
2,1,0,2,1,-1,-1,19,19,-1,-1,1.314126,1,2,0
2,0,2,2,0,0,0,23,17,6,0,1.6369360000000002,1,2,0
1,0,1,1,0,0,0,13,12,1,0,0.201418,1,2,0
2,0,2,2,0,0,0,19,11,8,0,6.055901,4,4,0
2,0,0,2,0,-1,-1,26,26,-1,-1,1.38888,1,2,0
2,1,0,2,1,-1,-1,13,13,-1,-1,1.1886450000000002,1,2,0
3,1,1,2,1,1,0,28,18,10,9,0.466401,1,2,0
2,0,1,2,0,0,0,18,17,1,0,0.553549,2,2,0
1,0,0,1,0,-1,-1,14,14,-1,-1,0.280928,1,4,0
1,0,0,1,0,-1,-1,13,13,-1,-1,1.567848,1,3,0
1,0,0,1,0,-1,-1,8,8,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.418242,1,2,0
2,0,0,2,0,-1,-1,13,13,-1,-1,-1.0,1,4,0
1,3,4,1,0,0,3,69,15,54,15,0.314673,2,2,0
1,0,0,1,0,-1,-1,14,14,-1,-1,5.311386,1,2,0
2,0,0,2,0,-1,-1,12,12,-1,-1,0.607354,1,2,0
2,0,1,2,0,0,0,18,17,1,0,0.923094,2,2,0
1,0,1,1,0,0,0,17,16,1,0,1.03171,1,2,0
2,1,0,2,1,-1,-1,21,21,-1,-1,0.31756,1,2,0
3,0,0,3,0,-1,-1,22,22,-1,-1,-1.0,-1,11,0
1,0,1,1,0,0,0,10,9,1,0,2.45795,1,2,0
1,0,1,1,0,0,0,15,14,1,0,-1.0,-1,2,0
3,0,0,3,0,-1,-1,15,15,-1,-1,-1.0,-1,5,0
2,1,3,2,1,0,0,58,17,41,10,0.310853,-1,3,0
2,0,0,2,0,-1,-1,14,14,-1,-1,1.743456,1,6,0
2,0,0,2,0,-1,-1,15,15,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.031169,1,3,0
3,0,0,3,0,-1,-1,16,16,-1,-1,1.337007,1,2,0
2,0,0,2,0,-1,-1,19,19,-1,-1,10.591842,1,4,0
4,0,0,4,0,-1,-1,25,25,-1,-1,3.270637,1,2,0
2,0,1,2,0,0,0,19,18,1,0,2.427043,1,2,0
2,0,0,2,0,-1,-1,17,17,-1,-1,3.511447,1,1,0
2,1,2,2,1,0,0,28,21,7,0,1.5002209999999998,1,2,0
2,0,1,2,0,0,0,22,21,1,0,0.460753,1,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,1.203928,1,5,0
1,0,0,1,0,-1,-1,10,10,-1,-1,1.124547,1,3,0
2,0,1,2,0,0,0,30,16,14,13,0.321145,1,2,0
2,0,1,2,0,0,0,12,11,1,0,0.582566,1,4,0
3,0,0,3,0,-1,-1,20,20,-1,-1,0.611368,1,4,0
2,0,0,2,0,-1,-1,21,21,-1,-1,0.380267,4,5,0
3,0,2,2,0,1,0,49,17,26,11,-1.0,1,2,0
3,0,0,3,0,-1,-1,23,23,-1,-1,-1.0,-1,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.512009,2,4,0
3,0,1,3,0,0,0,20,19,1,0,1.192102,2,2,0
2,0,0,2,0,-1,-1,11,11,-1,-1,0.424678,1,3,0
1,0,1,1,0,0,0,17,16,1,0,3.142024,1,2,0
3,0,0,3,0,-1,-1,12,12,-1,-1,-1.0,-1,2,0
3,0,0,3,0,-1,-1,16,16,-1,-1,0.290744,2,4,0
2,5,4,2,0,0,5,64,21,43,0,0.162763,2,6,0
2,0,0,2,0,-1,-1,24,24,-1,-1,0.539411,1,4,0
1,0,0,1,0,-1,-1,21,21,-1,-1,0.7176239999999999,1,3,0
2,0,2,2,0,0,0,30,16,14,6,1.528907,1,2,0
4,0,2,4,0,0,0,35,25,10,0,0.8888889999999999,1,4,0
2,0,1,2,0,0,0,26,25,1,0,0.512808,1,4,0
2,0,0,2,0,-1,-1,21,21,-1,-1,-1.0,-1,2,0
1,0,1,1,0,0,0,16,15,1,0,0.0579,1,4,0
3,0,1,3,0,0,0,21,20,1,0,0.48585,2,2,0
1,0,0,1,0,-1,-1,12,12,-1,-1,0.501138,1,2,0
1,0,0,1,0,-1,-1,15,15,-1,-1,0.381886,1,2,0
1,0,1,1,0,0,0,25,11,14,13,0.2409030000000001,2,10,0
3,0,1,3,0,0,0,22,21,1,0,0.311905,2,2,0
3,6,3,2,0,1,6,75,27,48,39,0.193089,1,4,0
1,0,1,1,0,0,0,10,9,1,0,0.301406,2,4,0
1,0,0,1,0,-1,-1,11,11,-1,-1,1.817072,1,3,0
3,0,1,3,0,0,0,23,22,1,0,0.610432,1,2,0
2,0,0,2,0,-1,-1,13,13,-1,-1,0.184714,1,4,0
2,0,0,2,0,-1,-1,10,10,-1,-1,0.555297,1,5,0
2,0,0,2,0,-1,-1,19,19,-1,-1,-1.0,1,4,0
2,0,1,2,0,0,0,24,17,7,6,0.019501,1,3,0
3,0,2,2,0,1,0,39,19,20,11,0.156729,2,2,0
2,0,1,2,0,0,0,27,26,1,0,1.839055,1,4,0
2,0,0,2,0,-1,-1,18,18,-1,-1,0.461394,1,2,0
2,0,0,2,0,-1,-1,19,19,-1,-1,0.8440780000000001,1,2,0
2,0,0,2,0,-1,-1,21,21,-1,-1,1.1596959999999998,1,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.47704,1,2,0
3,1,3,2,0,1,1,70,36,34,25,0.38093,1,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,-1.0,-1,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.716526,1,4,0
1,0,1,1,0,0,0,12,11,1,0,1.3871,1,2,0
2,0,1,2,0,0,0,25,14,11,10,0.444302,1,2,0
1,0,1,1,0,0,0,23,11,12,11,0.244375,2,10,0
2,0,1,2,0,0,0,24,23,1,0,0.679906,1,2,0
1,0,0,1,0,-1,-1,11,11,-1,-1,0.956177,1,3,0
2,0,3,2,0,0,0,25,11,14,0,0.333953,1,4,0
2,0,1,2,0,0,0,25,24,1,0,1.958827,1,2,0
2,0,0,2,0,-1,-1,26,26,-1,-1,0.281227,1,2,0
2,1,0,2,1,-1,-1,19,19,-1,-1,0.182753,1,2,0
4,0,0,4,0,-1,-1,22,22,-1,-1,1.56093,1,2,0
2,0,0,2,0,-1,-1,10,10,-1,-1,0.8236870000000001,1,4,0
1,0,1,1,0,0,0,21,20,1,0,0.128547,2,2,0
2,0,0,2,0,-1,-1,20,20,-1,-1,0.501833,1,4,0
3,0,1,2,0,1,0,28,15,13,12,0.290791,1,2,0
2,0,1,2,0,0,0,45,12,1,0,0.775183,1,2,0
3,5,3,2,0,1,5,76,25,51,42,0.756019,1,4,0
2,0,1,2,0,0,0,21,20,1,0,0.130453,1,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.030013,1,3,0
1,0,0,1,0,-1,-1,9,9,-1,-1,0.152015,1,4,0
2,0,0,2,0,-1,-1,13,13,-1,-1,-1.0,-1,4,0
1,0,2,1,0,0,0,25,14,11,5,0.259788,1,2,0
2,0,3,2,0,0,0,35,18,17,0,1.259231,1,4,0
1,0,0,1,0,-1,-1,13,13,-1,-1,0.475164,1,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,11.097273,1,2,0
2,0,1,2,0,0,0,23,22,1,0,0.5022479999999999,1,4,0
2,0,1,2,0,0,0,18,17,1,0,0.874401,1,2,0
2,0,1,2,0,0,0,18,17,1,0,0.863625,1,4,0
2,0,0,2,0,-1,-1,21,21,-1,-1,0.8413459999999999,1,2,0
1,0,0,1,0,-1,-1,14,14,-1,-1,0.444595,1,2,0
4,0,0,4,0,-1,-1,27,27,-1,-1,1.124774,1,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.5176569999999999,1,2,0
2,0,1,2,0,0,0,15,14,1,0,0.8539950000000001,1,2,0
3,0,1,3,0,0,0,15,14,1,0,2.273736,1,2,0
2,0,0,2,0,-1,-1,22,22,-1,-1,1.515813,1,5,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.430068,1,2,0
2,0,2,2,0,0,0,30,21,9,4,0.350814,5,3,0
1,0,0,1,0,-1,-1,12,12,-1,-1,0.043988,2,8,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.121914,1,3,0
1,0,0,1,0,-1,-1,6,6,-1,-1,0.133764,1,2,0
2,1,0,2,1,-1,-1,17,17,-1,-1,0.826241,1,2,0
2,0,0,2,0,-1,-1,13,13,-1,-1,0.495654,2,3,0
2,0,0,2,0,-1,-1,21,21,-1,-1,0.030954,1,3,0
4,0,2,2,0,2,0,228,16,212,206,0.030952,1,3,0
1,0,0,1,0,-1,-1,14,14,-1,-1,1.216709,1,6,0
3,0,0,3,0,-1,-1,20,20,-1,-1,6.154826,1,2,0
4,4,3,3,0,1,4,99,35,64,40,1.310085,-1,2,0
1,0,0,1,0,-1,-1,19,19,-1,-1,0.292986,1,5,0
4,0,0,4,0,-1,-1,24,24,-1,-1,1.26189,1,3,0
2,0,0,2,0,-1,-1,19,19,-1,-1,1.357816,1,2,0
1,0,0,1,0,-1,-1,14,14,-1,-1,0.355174,1,2,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.939025,1,4,0
2,2,1,1,0,1,2,33,11,22,21,0.44957,1,2,0
2,0,0,2,0,-1,-1,17,17,-1,-1,1.0390700000000002,1,2,0
2,0,0,2,0,-1,-1,20,20,-1,-1,-1.0,-1,0,0
2,0,0,2,0,-1,-1,18,18,-1,-1,1.935672,1,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.349704,1,2,0
1,0,0,1,0,-1,-1,15,15,-1,-1,-1.0,-1,4,0
4,0,0,4,0,-1,-1,23,23,-1,-1,1.039713,1,3,0
1,0,0,1,0,-1,-1,15,15,-1,-1,2.239014,1,2,0
2,0,1,2,0,0,0,24,23,1,0,5.440809,1,2,0
4,0,0,4,0,-1,-1,23,23,-1,-1,-1.0,-1,2,0
3,0,3,2,0,1,0,54,19,35,16,0.334529,1,2,0
2,0,0,2,0,-1,-1,24,24,-1,-1,1.707426,1,4,0
2,0,1,2,0,0,0,18,17,1,0,0.372805,2,3,0
2,0,1,2,0,0,0,19,18,1,0,0.4114850000000001,1,2,0
2,0,0,2,0,-1,-1,13,13,-1,-1,1.397328,1,2,0
2,0,0,2,0,-1,-1,19,19,-1,-1,0.304024,1,4,0
2,0,1,2,0,0,0,21,20,1,0,0.8406870000000001,1,4,0
4,0,0,4,0,-1,-1,26,26,-1,-1,0.92425,1,5,0
3,0,0,3,0,-1,-1,29,29,-1,-1,-1.0,-1,0,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.151239,1,2,0
2,0,3,2,0,0,0,47,28,19,3,0.2489,1,2,0
2,0,0,2,0,-1,-1,17,17,-1,-1,3.090544,1,3,0
2,0,0,2,0,-1,-1,21,21,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.122202,2,2,0
3,0,0,3,0,-1,-1,14,14,-1,-1,4.962521,1,2,0
2,0,3,2,0,0,0,52,16,36,15,0.211707,1,2,0
2,0,0,2,0,-1,-1,20,20,-1,-1,0.161141,1,5,0
2,0,0,2,0,-1,-1,22,22,-1,-1,0.110612,2,2,0
2,0,0,2,0,-1,-1,21,21,-1,-1,0.171577,1,3,0
2,0,0,2,0,-1,-1,22,22,-1,-1,0.293227,2,4,0
2,0,0,2,0,-1,-1,20,20,-1,-1,-1.0,-1,4,0
1,0,0,1,0,-1,-1,17,17,-1,-1,0.234179,1,12,0
2,0,1,2,0,0,0,39,16,15,14,0.212104,1,2,0
3,1,0,3,1,-1,-1,17,17,-1,-1,0.455668,-1,2,0
2,0,1,2,0,0,0,16,15,1,0,0.4466060000000001,2,2,0
1,1,0,1,1,-1,-1,13,13,-1,-1,-1.0,-1,4,0
1,0,1,1,0,0,0,17,16,1,0,1.470255,1,2,0
2,0,1,2,0,0,0,15,14,1,0,1.6629779999999998,1,3,0
2,0,1,2,0,0,0,17,16,1,0,0.176484,2,2,0
3,0,1,3,0,0,0,25,24,1,0,0.19342,-1,3,0
2,0,2,2,0,0,0,24,15,9,0,0.119665,1,8,0
1,0,0,1,0,-1,-1,9,9,-1,-1,0.301951,2,2,0
3,0,0,3,0,-1,-1,14,14,-1,-1,0.454726,1,2,0
3,2,4,3,2,0,0,108,36,26,5,0.391457,1,3,0
2,2,2,2,0,0,2,42,15,27,19,0.8702690000000001,1,4,0
2,0,1,2,0,0,0,19,18,1,0,0.5982970000000001,1,4,0
2,0,0,2,0,-1,-1,22,22,-1,-1,1.360878,1,2,0
2,0,1,2,0,0,0,13,12,1,0,-1.0,1,4,0
2,0,0,2,0,-1,-1,21,21,-1,-1,0.528281,1,4,0
2,0,2,2,0,0,0,24,17,7,0,0.1305849999999999,2,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,1.477323,1,4,0
1,0,0,1,0,-1,-1,17,17,-1,-1,0.52175,2,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.229173,1,2,0
2,0,0,2,0,-1,-1,13,13,-1,-1,0.075075,4,4,0
3,0,1,3,0,0,0,17,16,1,0,3.535305,1,2,0
1,0,1,1,0,0,0,23,6,17,16,0.2256,2,2,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.412062,1,2,0
3,1,4,3,0,0,1,33,14,19,0,0.547415,2,4,0
2,0,0,2,0,-1,-1,21,21,-1,-1,1.033705,1,2,0
1,0,0,1,0,-1,-1,12,12,-1,-1,0.7327899999999999,1,2,0
3,0,0,3,0,-1,-1,20,20,-1,-1,1.286038,1,5,0
2,0,2,2,0,0,0,32,16,16,10,0.03076,1,3,0
2,0,0,2,0,-1,-1,15,15,-1,-1,2.660168,1,3,0
2,0,0,2,0,-1,-1,29,29,-1,-1,0.8497950000000001,1,2,0
2,0,2,2,0,0,0,18,14,4,0,0.54218,2,2,0
3,0,0,3,0,-1,-1,18,18,-1,-1,4.2903080000000005,1,2,0
2,7,2,2,0,0,7,70,17,53,43,0.972458,4,4,0
2,0,0,2,0,-1,-1,14,14,-1,-1,0.4808520000000001,1,2,0
1,0,2,1,0,0,0,22,11,1,0,0.283603,2,10,0
2,0,1,2,0,0,0,17,16,1,0,1.825702,1,3,0
3,0,0,3,0,-1,-1,18,18,-1,-1,1.385444,1,2,0
1,0,1,1,0,0,0,18,17,1,0,0.4797520000000001,1,2,0
3,0,6,2,0,1,0,44,13,31,9,0.224798,1,6,0
2,0,0,2,0,-1,-1,19,19,-1,-1,0.347446,1,2,0
2,0,0,2,0,-1,-1,16,16,-1,-1,0.162948,2,2,0
1,0,0,1,0,-1,-1,7,7,-1,-1,-1.0,-1,4,0
2,0,0,2,0,-1,-1,15,15,-1,-1,0.717132,1,2,0
2,0,0,2,0,-1,-1,21,21,-1,-1,2.363363,1,4,0
1,0,0,1,0,-1,-1,11,11,-1,-1,0.27,1,2,0
2,1,0,2,1,-1,-1,20,20,-1,-1,-1.0,-1,4,0
1,0,0,1,0,-1,-1,8,8,-1,-1,0.282138,1,3,0
2,0,0,2,0,-1,-1,22,22,-1,-1,1.998573,1,3,0
